"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 05 19:30:18 BRT 2022","Tue Jul 05 19:30:31 BRT 2022","13773","","Financeiro.CadastrosBasicos.CadastrosBasicos","","Financeiro.CadastrosBasicos.CadastrosBasicos","NovoFormasLiquidacao","NovoFormasLiquidacao",""
"passed","Tue Jul 05 19:17:03 BRT 2022","Tue Jul 05 19:17:18 BRT 2022","15039","","Financeiro.Cedentes.Cedentes","","Financeiro.Cedentes.Cedentes","Telefones","Telefones",""
"passed","Tue Jul 05 19:25:05 BRT 2022","Tue Jul 05 19:25:19 BRT 2022","14236","","Financeiro.IndiceseMoedas.IndiceseMoedas","","Financeiro.IndiceseMoedas.IndiceseMoedas","Faixas","Faixas",""
"passed","Tue Jul 05 19:26:47 BRT 2022","Tue Jul 05 19:27:03 BRT 2022","15263","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","ConsultaPlanoContabil","ConsultaPlanoContabil",""
"passed","Tue Jul 05 19:32:16 BRT 2022","Tue Jul 05 19:32:31 BRT 2022","15615","","Financeiro.DocumentosFiscais.DocumentosFiscais","","Financeiro.DocumentosFiscais.DocumentosFiscais","NovoDocumentosFiscais","NovoDocumentosFiscais",""
"passed","Tue Jul 05 19:11:56 BRT 2022","Tue Jul 05 19:12:12 BRT 2022","16449","","Financeiro.TransacoesCartao.TransacoesCartao","","Financeiro.TransacoesCartao.TransacoesCartao","ConsultaRegistroTransacoesCartao","ConsultaRegistroTransacoesCartao",""
"passed","Tue Jul 05 19:15:13 BRT 2022","Tue Jul 05 19:15:30 BRT 2022","16880","","Financeiro.PagamentoAutomatizado.PagamentoAutomatizado","","Financeiro.PagamentoAutomatizado.PagamentoAutomatizado","ItensLiquidacao","ItensLiquidacao",""
"passed","Tue Jul 05 19:16:15 BRT 2022","Tue Jul 05 19:16:28 BRT 2022","13187","","Financeiro.DividaAtiva.DividaAtiva","","Financeiro.DividaAtiva.DividaAtiva","ImpressaoRapidaDividaAtiva","ImpressaoRapidaDividaAtiva",""
"passed","Tue Jul 05 19:24:50 BRT 2022","Tue Jul 05 19:25:05 BRT 2022","14736","","Financeiro.IndiceseMoedas.IndiceseMoedas","","Financeiro.IndiceseMoedas.IndiceseMoedas","Cotacoes","Cotacoes",""
"passed","Tue Jul 05 19:27:09 BRT 2022","Tue Jul 05 19:27:26 BRT 2022","16119","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","NovoCriteriosDeRateio","NovoCriteriosDeRateio",""
"passed","Tue Jul 05 19:15:59 BRT 2022","Tue Jul 05 19:16:13 BRT 2022","13502","","Financeiro.Sacados.Sacados","","Financeiro.Sacados.Sacados","NovoRegistroScados","NovoRegistroScados",""
"passed","Tue Jul 05 19:13:16 BRT 2022","Tue Jul 05 19:13:34 BRT 2022","17740","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","TitulosGerados","TitulosGerados",""
"passed","Tue Jul 05 19:18:27 BRT 2022","Tue Jul 05 19:18:43 BRT 2022","15883","","Financeiro.Cedentes.Cedentes","","Financeiro.Cedentes.Cedentes","ContatosResponsaveis","ContatosResponsaveis",""
"passed","Tue Jul 05 19:27:03 BRT 2022","Tue Jul 05 19:27:19 BRT 2022","16562","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","ContasFinanceiras","ContasFinanceiras",""
"passed","Tue Jul 05 19:20:19 BRT 2022","Tue Jul 05 19:20:37 BRT 2022","18432","","Financeiro.Cobranca.Cobranca","","Financeiro.Cobranca.Cobranca","GerarContatos","GerarContatos",""
"passed","Tue Jul 05 19:21:12 BRT 2022","Tue Jul 05 19:21:24 BRT 2022","12260","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","NovoRegistroHistoricoDeContatos","NovoRegistroHistoricoDeContatos",""
"passed","Tue Jul 05 19:09:32 BRT 2022","Tue Jul 05 19:09:47 BRT 2022","14820","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","FuncaoRecebimentos","FuncaoRecebimentos",""
"passed","Tue Jul 05 19:22:42 BRT 2022","Tue Jul 05 19:22:55 BRT 2022","12860","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","ConsultaContaBancaria","ConsultaContaBancaria",""
"passed","Tue Jul 05 19:30:31 BRT 2022","Tue Jul 05 19:30:48 BRT 2022","16992","","Financeiro.CadastrosBasicos.CadastrosBasicos","","Financeiro.CadastrosBasicos.CadastrosBasicos","ConsultaTiposDeCobranca","ConsultaTiposDeCobranca",""
"passed","Tue Jul 05 19:19:27 BRT 2022","Tue Jul 05 19:19:46 BRT 2022","19293","","Financeiro.Cobranca.Cobranca","","Financeiro.Cobranca.Cobranca","ImprimirBoleto","ImprimirBoleto",""
"passed","Tue Jul 05 19:17:31 BRT 2022","Tue Jul 05 19:17:44 BRT 2022","13378","","Financeiro.Cedentes.Cedentes","","Financeiro.Cedentes.Cedentes","ConsultaCedentes","ConsultaCedentes",""
"passed","Tue Jul 05 19:13:31 BRT 2022","Tue Jul 05 19:13:45 BRT 2022","14033","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","ConsultaRegistroGeracaoDeTitulos","ConsultaRegistroGeracaoDeTitulos",""
"passed","Tue Jul 05 19:26:18 BRT 2022","Tue Jul 05 19:26:33 BRT 2022","14978","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","","Financeiro.EstruturaFinanceira.EstruturaFinanceira","NovoPlanoFinanceiro","NovoPlanoFinanceiro",""
"passed","Tue Jul 05 19:16:39 BRT 2022","Tue Jul 05 19:16:51 BRT 2022","11766","","Financeiro.BorderosDeRecebimento.BorderosDeRecebimento","","Financeiro.BorderosDeRecebimento.BorderosDeRecebimento","ConsultaBorderosDeRecebimento","ConsultaBorderosDeRecebimento",""
"passed","Tue Jul 05 19:17:33 BRT 2022","Tue Jul 05 19:17:47 BRT 2022","13820","","Financeiro.Cedentes.Cedentes","","Financeiro.Cedentes.Cedentes","AbaContabilizacao","AbaContabilizacao",""
"passed","Tue Jul 05 19:09:17 BRT 2022","Tue Jul 05 19:09:34 BRT 2022","17235","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","DocumentosGED","DocumentosGED",""
"passed","Tue Jul 05 19:16:15 BRT 2022","Tue Jul 05 19:16:29 BRT 2022","13985","","Financeiro.DividaAtiva.DividaAtiva","","Financeiro.DividaAtiva.DividaAtiva","NovoRegistroDividaAtiva","NovoRegistroDividaAtiva",""
"passed","Tue Jul 05 19:09:51 BRT 2022","Tue Jul 05 19:10:08 BRT 2022","17124","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","InstrucoesBancarias","InstrucoesBancarias",""
"passed","Tue Jul 05 19:13:16 BRT 2022","Tue Jul 05 19:13:31 BRT 2022","14543","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","","Financeiro.GerecaoDeTitulos.GeracaoDeTitulos","NovoRegistroGeracaoDeTitulos","NovoRegistroGeracaoDeTitulos",""
"passed","Tue Jul 05 19:23:32 BRT 2022","Tue Jul 05 19:23:44 BRT 2022","11995","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","ConsultaAgencia","ConsultaAgencia",""
"passed","Tue Jul 05 19:30:04 BRT 2022","Tue Jul 05 19:30:18 BRT 2022","13769","","Financeiro.CadastrosBasicos.CadastrosBasicos","","Financeiro.CadastrosBasicos.CadastrosBasicos","NovoTiposDeCobranca","NovoTiposDeCobranca",""
"passed","Tue Jul 05 19:11:37 BRT 2022","Tue Jul 05 19:11:51 BRT 2022","13328","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","Observacoes","Observacoes",""
"passed","Tue Jul 05 19:19:47 BRT 2022","Tue Jul 05 19:20:06 BRT 2022","19687","","Financeiro.Cobranca.Cobranca","","Financeiro.Cobranca.Cobranca","GerarContatosParaTodos","GerarContatosParaTodos",""
"passed","Tue Jul 05 19:25:48 BRT 2022","Tue Jul 05 19:26:00 BRT 2022","12099","","Financeiro.GerarNumeroDocumento.GerarNumeroDocumento","","Financeiro.GerarNumeroDocumento.GerarNumeroDocumento","NovoGerarNumeroDocumento","NovoGerarNumeroDocumento",""
"passed","Tue Jul 05 19:24:04 BRT 2022","Tue Jul 05 19:24:20 BRT 2022","15304","","Financeiro.CondicaoDeRecebimento.CondicaoDeRecebimento","","Financeiro.CondicaoDeRecebimento.CondicaoDeRecebimento","Instrucoes","Instrucoes",""
"passed","Tue Jul 05 19:30:04 BRT 2022","Tue Jul 05 19:30:20 BRT 2022","15654","","Financeiro.CadastrosBasicos.CadastrosBasicos","","Financeiro.CadastrosBasicos.CadastrosBasicos","ConsultaTiposDePagamento","ConsultaTiposDePagamento",""
"passed","Tue Jul 05 19:29:03 BRT 2022","Tue Jul 05 19:29:20 BRT 2022","16949","","Financeiro.PlanosDePagamento.PlanosDePagamento","","Financeiro.PlanosDePagamento.PlanosDePagamento","ConsultaPlanoDePagamento","ConsultaPlanoDePagamento",""
"passed","Tue Jul 05 19:21:50 BRT 2022","Tue Jul 05 19:22:06 BRT 2022","15360","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","ContasBancarias","ContasBancarias",""
"passed","Tue Jul 05 19:11:20 BRT 2022","Tue Jul 05 19:11:37 BRT 2022","17108","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","HistoricoDeSituacao","HistoricoDeSituacao",""
"passed","Tue Jul 05 19:10:41 BRT 2022","Tue Jul 05 19:10:58 BRT 2022","16391","","Financeiro.ContasAReceber.ContasReceber","","Financeiro.ContasAReceber.ContasReceber","ConsultaRegistroGeracao","ConsultaRegistroGeracao",""
"passed","Tue Jul 05 19:21:36 BRT 2022","Tue Jul 05 19:21:50 BRT 2022","14267","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","ContasaReceber","ContasaReceber",""
"passed","Tue Jul 05 19:23:13 BRT 2022","Tue Jul 05 19:23:24 BRT 2022","11581","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","NovoInstrucoesDeCobranca","NovoInstrucoesDeCobranca",""
"passed","Tue Jul 05 19:12:59 BRT 2022","Tue Jul 05 19:13:14 BRT 2022","14992","","Financeiro.IntegracaoDeReceitaRealizada.IntegracaoDeReceitaRealizada","","Financeiro.IntegracaoDeReceitaRealizada.IntegracaoDeReceitaRealizada","ConsultaRegistroReceitaRealizada","ConsultaRegistroReceitaRealizada",""
"passed","Tue Jul 05 19:24:20 BRT 2022","Tue Jul 05 19:24:37 BRT 2022","16953","","Financeiro.CondicaoDeRecebimento.CondicaoDeRecebimento","","Financeiro.CondicaoDeRecebimento.CondicaoDeRecebimento","FormasLiquid","FormasLiquid",""
"passed","Tue Jul 05 19:31:56 BRT 2022","Tue Jul 05 19:32:16 BRT 2022","19803","","Financeiro.DocumentosFiscais.DocumentosFiscais","","Financeiro.DocumentosFiscais.DocumentosFiscais","Liquidacoes","Liquidacoes",""
"passed","Tue Jul 05 19:18:01 BRT 2022","Tue Jul 05 19:18:16 BRT 2022","14764","","Financeiro.Cedentes.Cedentes","","Financeiro.Cedentes.Cedentes","InfFinanceiras","InfFinanceiras",""
"passed","Tue Jul 05 19:22:30 BRT 2022","Tue Jul 05 19:22:42 BRT 2022","11438","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","NovoAgencia","NovoAgencia",""
"passed","Tue Jul 05 19:23:19 BRT 2022","Tue Jul 05 19:23:32 BRT 2022","13584","","Financeiro.InformacoesBancarias.InformacoesBancarias","","Financeiro.InformacoesBancarias.InformacoesBancarias","Movimentos","Movimentos",""
"passed","Tue Jul 05 19:19:46 BRT 2022","Tue Jul 05 19:19:59 BRT 2022","13158","","Financeiro.Cobranca.Cobranca","","Financeiro.Cobranca.Cobranca","GerarRelatorioDeCobranca","GerarRelatorioDeCobranca",""
"passed","Tue Jul 05 19:19:59 BRT 2022","Tue Jul 05 19:20:19 BRT 2022","19059","","Financeiro.Cobranca.Cobranca","","Financeiro.Cobranca.Cobranca","ChamadaExternaContasReceber","ChamadaExternaContasReceber",""
"passed","Tue Jul 05 19:20:55 BRT 2022","Tue Jul 05 19:21:12 BRT 2022","17177","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","","Financeiro.HistoricoDeContatos.HistoricoDeContatos","DocumentosGED","DocumentosGED",""
"passed","Tue Jul 05 19:12:59 BRT 2022","Tue Jul 05 19:13:16 BRT 2022","17135","","Financeiro.IntegracaoDeReceitaRealizada.IntegracaoDeReceitaRealizada","","Financeiro.IntegracaoDeReceitaRealizada.IntegracaoDeReceitaRealizada","AbaTitulos","AbaTitulos",""
"passed","Tue Jul 05 19:30:48 BRT 2022","Tue Jul 05 19:31:05 BRT 2022","16348","","Financeiro.CadastrosBasicos.CadastrosBasicos","","Financeiro.CadastrosBasicos.CadastrosBasicos","ConsultaTiposDeContato","ConsultaTiposDeContato",""
